Id,Partition,Code,Description,Brand,BrandType,ExtraData,SupplyPanel,supplyPanelLoc,Power,Frequency,Poles,Volt,Current,RPM,CosPhi,Effeciency,Mounting,FrameSize,Cooling,Duty,ThermalClass,IP,BearingDE,BearingNDE,GreaseBrand,GreaseBrandType,IntervalDays,QtyDE,QtyNDE,Weight
,Public,622BC05MT10,Belt conveyor,,,,,,45,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,312DC44MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2617A.01,312MC05,R4-E,37,50,4,380,0,1465,0,0,,250S,,S1,F,55,6218,6313ZZ,Shell,ALVANIA R3,60,50,0,540
,Public,319DC09MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3019A.01,MCC504,R5-C,37,50,4,380,0,1465,0,0,,225S,,S1,F,44,6215,6312ZZ,Shell,ALVANIA R3,60,50,0,390
,Public,910PU07MT10,River Water Intake Pump,TOSHIBA,TIKK-FCKW8,4101A.01,MCC901,F4-E,37,50,4,380,66,2920,0,0,,225S,,S1,F,44,6312C3,6312C3,Shell,ALVANIA R3,90,30,30,380
,Public,910PU09MT10,River Water Intake Pump,TOSHIBA,TIKK-FCKW8,4101B.01,MCC901,F4-F,37,50,4,380,66,2920,0,0,,225S,,S1,F,44,6312C3,6312C3,Shell,ALVANIA R3,90,30,30,380
,Public,910PU11MT10,River Water Intake Pump,TOSHIBA,TIKK-FCKW8,4101C.01,MCC901,R4-F,37,50,4,380,66,2920,0,0,,225S,,S1,F,44,6312C3,6312C3,Shell,ALVANIA R3,90,30,30,380
,Public,431FA04MT10,FAN FILTER 431DC03,ABB,,,321MC05,C-30,37,0,0,400,0,3000,0,0,,,,,,0,,,Shell,ALVANIA R3,180,50,50,0
,Public,10BBC17MT10,Belt Conveyor For Clay,TOSHIBA,TIKK-FCKLW8,2405A.01,MCC202,R3-C,37,50,4,380,0,1465,0,0,,225S,,S1,F,44,NU317,6312ZZ,,,0,0,0,420
,Public,115BC19MT10,Belt Conveyor For Limestone,TOSHIBA,TIKK-FCKLW8,2113A.01,MCC201,R6-C,37,50,4,380,0,1465,0,0,,225S,,S1,,44,NU317,6312ZZ,,,0,0,0,420
,Public,208VA03MT10,Primary Air Fan,,IM,2528B.01,22MC05,R8-D,37,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,216FA57MT30,Primary Air Fan,,IM,2528A.01,210MC05,R9-D,37,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,622FA26MT10,Bag filter fan,,,,620MC05,,37,0,0,400,0,0,0,0,,,,,,0,6312 ZZ/C3,6210 ZZ/C3,,,0,0,0,0
,Public,912PU23MT20,Submersible Pump,,,4144B.01,MCC901,F3-B,37,50,0,380,66,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,622FA26MT10,Bag filter fan,,,,,,37,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,114AF03MT10,Limestone Apron Feeder Motor,,,2102A.01,114AF03EC10,,35,0,0,440,0,1500,0,0,B3,,A-6-F,,F temp rise B,44,,,Shell,ALVANIA R3,180,120,80,0
,Public,114AF03MT20,Limestone Apron Feeder Motor,,,2102A.02,MCC 101,,35,0,0,440,0,1500,0,0,B3,,A-6-F,,F temp rise B,44,6313,6313,Shell,ALVANIA R3,180,120,80,0
,Public,327AW23MT10,WATER SPRAY PUMP,ABB,,,321MC05,C-24,34,0,0,400,0,3000,0,0,,,,,,0,,,Mobile,Mobilith SHC100,120,40,40,0
,Public,202BC23MT10,Belt Conveyor For Pure Limestone,TOSHIBA,TIKK-FCKLW8,2209A.01,MCC401,R7-D,30,50,4,380,0,1500,0,0,,200L,,S1,F,44,6314ZZ,6212ZZ,Shell,ALVANIA R3,180,70,70,290
,Public,236BE18MT10,ELEVATOR,,,,230MC05,E-0,30,0,0,400,0,1475,0,0,,,,,,0,NU 312/C3,6310 C3,Shell,ALVANIA R3,270,10,10,0
,Public,436BC09MT10,CONVEYOR,ABB,,,430MC05,H-6,30,0,0,400,57,80,0,0,,,,,,0,NU312,,Shell,ALVANIA R3,270,40,40,0
,Public,115DC21MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2119A.01,MCC201,R3-E,30,50,4,380,0,1460,0,0,,200,,S1,,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,203BC05MT10,Belt Conveyor For Additive,TOSHIBA,TIKK-FCKLW8,2409A.01,MCC401,R6-D,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6314ZZ,6212ZZ,,,0,0,0,290
,Public,216DR27MR20,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2533A.01,210MC05,R7-E,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,226DR27MR10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2533B.01,220MC05,R6-E,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,312DC64MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2717A.01,MCC502,F4-E,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,315SC43MT10,EP Screw Conveyor,TOSHIBA,TIKK-FCKLW8,2907A.01,MCC505,R2-A,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6314ZZ,6212ZZ,,,0,0,0,280
,Public,316FA55MT10,Cooling Fan,TOSHIBA,TIKK-FCKW8,2727A.01,MCC502,R3-A,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,210
,Public,316ID31MT10,Cooling Fan,,,2726A.10,MCC506,F5-D,30,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,319DC19MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3009A.01,MCC504,F6-C,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,403BC21MT10,Belt Feeder,TOSHIBA,TIKK-FCKLW8,3110A.01,,,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6314ZZ,6212ZZ,,,0,0,0,290
,Public,418DC27MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3303A.01,,,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,418DC29MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3303B.01,,,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,428DC27MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3303C.01,,,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,428DC29MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3303D.01,,,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,513DC21MT20,Exhaust Fan Motor ,,,3437A.01,MCC701,R11-F,30,0,0,380,0,1500,0,0,,,,,,65,,,,,0,0,0,0
,Public,533DC21MT20,Exhaust Fan Motor ,,,3437C.01,MCC701,R10-E,30,0,0,380,0,1500,0,0,,,,,,54,,,,,0,0,0,0
,Public,543DC21MT20,Exhaust Fan Motor ,,,3437D.01,MCC702,R6-E,30,0,0,380,0,1500,0,0,,,,,,54,,,,,0,0,0,0
,Public,623GG10MT20,Dillution Air Fan,,,,620MC05,,30,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,641PU03MT10,Unloding Station Oil Pump,TOSHIBA,TIKK-FCKW8,4202A.01,MCC703,F3-D,30,50,4,380,55,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,641PU05MT10,Unloding Station Oil Pump,TOSHIBA,TIKK-FCKW8,4202A.02,MCC703,F3-E,30,50,4,380,0,1460,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,912PU05MT40,Valve For Make Up Water For Hot Well,,,4134A.01,MCC502,R8-B,30,50,0,380,55,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,115AF17MT10,Apron Feeder ,,,2112C.01,,,30,50,2,380,0,0,0,0,,200L,,,,44,6312,6312,,,0,0,0,0
,Public,314DG59MT10,"Drag Chain, Conveyor-3 (VSD inside MCC)",,,,,1M1,30,0,0,400,55,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,922CM09MT10,Packer compressor Motor,SIEMENS,,3707,,,30,0,0,380,0,2955,0,0,,,,,,0,,,,,0,0,0,0
,Public,218DC11MT10,Exhaust  Fan motor,,,2802A.01,,,30,50,0,380,0,0,0,0,,,,,,0,6313ZZ,6212ZZ,,,0,0,0,0
,Public,236LU60MT51,MILL GEAR BOX LUBRICATION-LP OIL PUMP MOTOR,ABB,M2QA225M6A,,230MC05,F-0,30,50,6,400,0,985,0.83,0,B3,,,S1,,55,6313 C3,6313 C3,,,0,0,0,308
,Public,623GG10MT20,Dillution Air Fan,,,,,,30,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,322AB17MT10,FEED BIN FLUIDISATION AIR BOOSTER,,,,320MC05,D42.1,22,0,0,400,0,2930,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,180,30,30,0
,Public,326DR03MT20,KILN AUXILIARY DRIVE,,,,320MC05,D22,22,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,180,15,15,0
,Public,331AB32MT10,FLUIDIZATION SILO BOOSTER MOTOR (STAND BY),,,,320MC05,H26.1,22,0,0,400,0,2930,0,0,,,,,,0,NU 312C3,6310 C3,Shell,ALVANIA R2/R3,180,25,25,0
,Public,10BBC01MT10,Belt Conveyor For Clay,TOSHIBA,TIKK-FCKLW8,2310A.01,MCC202,F2-B,22,50,4,380,0,1460,0,0,,180L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,225
,Public,114CM09MT10,Air Compressor For Bag Filter,TOSHIBA,TIKK-FBKW8,2121A.01,MCC101,R6-F,22,50,4,380,0,1460,0,0,,225S,,S1,,44,NU215,6312ZZ,,,0,0,0,390
,Public,115BC01MT10,Belt Conveyor,TOSHIBA,TIKK-FCKLW8,2104A.01,MCC101,F6-C,22,50,4,380,0,1460,0,0,,180L,F-4-S,S1,F temp rise B,44,,6313ZZ,,,0,0,0,225
,Public,202DC15MT10,Bag Filter Exhaust Fan,TOSHIBA,TIKK-FCKW8,2213A.01,MCC401,R6-E,22,50,4,380,0,1460,0,0,,180L,,S1,,44,6312ZZ,6312ZZ,,,0,0,0,210
,Public,202DC29MT10,Bag Filter Exhaust Fan,TOSHIBA,TIKK-FCKWl8,2216A.01,MCC401,R5-E,22,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6312ZZ,,,0,0,0,210
,Public,216DC19MT10,Dust Collector Exhaust Fan,TOSHIBA,TIKK-FCKW8,2531A.01,MCC402,R8-F,22,50,4,380,0,1460,0,0,,180L,,S1,,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,216ID39MT10,Inching Device,,,2514A.01,MCC402,F6-E,22,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,226DC19MT10,Dust Collector Exhaust Fan,TOSHIBA,TIKK-FCKW8,2531B.01,MCC404,R7-E,22,50,4,380,0,1460,0,0,,180L,,S1,,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,226ID39MT10,Inching Device,,,2514B.01,MCC404,F4-D,22,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,315DC57MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2922A.01,MCC506,R4-F,22,50,4,380,0,1460,0,0,,180L,,S1,,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,319DG01MT10,Drag Chain Conveyor,TOSHIBA,TIKK-FCKW8,2731A.06,MCC503,F3-A,22,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,319DG03MT10,Drag Chain Conveyor,TOSHIBA,TIKK-FCKW8,2731A.07,MCC503,F4-A,22,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,403DC11MT10,Bag Filter Exhaust Fan,TOSHIBA,TIKK-FCKW8,3106A.01,,,22,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,644TN07MT40,Fuel Oil Charge Pump,,,4204A.08,MCC703,F4-C,22,50,0,380,40,1000,0,0,,,,,,0,,,,,0,0,0,0
,Public,645FS01MT10,Fuel Oil Transfer Pump,TOSHIBA,TIKK-FCKW8,4203A.01,MCC703,F3-B,22,50,6,380,40,970,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,645FS01MT20,Fuel Oil Transfer Pump,TOSHIBA,TIKK-FCKW8,4203B.01,MCC703,F3-C,22,50,6,380,0,970,0,0,,200L,,S1,F,44,6313ZZ,6212ZZ,,,0,0,0,260
,Public,912PU05MT10,Hot Well Trans Pump,TOSHIBA,TIKK-FCKW8,4128A.01,MCC502,R5-D,22,50,4,380,40,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,912PU05MT20,Hot Well Trans Pump,TOSHIBA,TIKK-FCKW8,4128B.01,MCC502,R5-E,22,50,4,380,34,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,912PU05MT30,Hot Well Trans Pump,TOSHIBA,TIKK-FCKW8,4128C.01,MCC502,R4-C,22,50,4,380,34,1460,0,0,,180L,,S1,F,4,6312ZZ,6212ZZ,,,0,0,0,210
,Public,623DC31HT10,Trace Heating System for Filter Hoppers,,,,620MC05,,20,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,623DC31HT10,Trace Heating System for Filter Hoppers,,,,,,20,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,432FA25MT10,FAN FILTER 432DC23,,,,,,18.5,0,0,400,0,0,0,0,,,,,,0,NU 310/C3,6309/C3,Shell,ALVANIA R3,90,30,30,0
,Public,911PU21MT10,Potable Water Pump,TOSHIBA,TIKK-FCKW8,4121A.01,MCC801,F5-D,18.5,50,2,380,34,2920,0,0,,180L,,S1,F,44,6312C3,6212C3,Shell,ALVANIA R3,120,30,30,230
,Public,911PU21MT20,Potable Water Pump,TOSHIBA,TIKK-FCKW8,4121B.01,MCC801,F6-C,18.5,50,2,380,34,2920,0,0,,180L,,S1,F,44,6312C3,6212C3,Shell,ALVANIA R3,120,30,30,230
,Public,911PU21MT30,Potable Water Pump,TOSHIBA,TIKK-FCKW8,4121C.01,MCC801,F6-D,18.5,50,2,380,34,2920,0,0,,180L,,S1,F,44,6312C3,6212C3,Shell,ALVANIA R3,120,30,30,230
,Public,105BC09MT10,CONVEYOR,,,,200MC23,A-50,18.5,0,0,400,37,1500,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,30,30,0
,Public,325BE22MT10,ELEVATOR,,,,320MC05,J48,18.5,0,0,400,0,1500,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,30,30,0
,Public,322FA20MT10,FAN FILTER 322DC03,,,,320MC05,E58.3,18.5,0,0,400,0,1500,0,0,,,,,,0,NU 310/C3,6309/C3,Shell,ALVANIA R3,180,30,30,0
,Public,329FA09MT10,FAN FILTER 329DC07,,,,321MC05,D-34.1,18.5,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R3,180,30,30,0
,Public,329FA11MT10,FAN FILTER 329DC03,,,,321MC05,D-34.3,18.5,0,0,400,0,1500,0,0,,,,,,0,NU 310/C3,6309/C3,Shell,ALVANIA R3,180,30,30,0
,Public,436MB10MT50,MILL RING GEAR LUBRICATING PUMP,,,,,,18.5,0,0,400,0,0,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,180,10,10,0
,Public,436MB10MT51,MILL RING GEAR LUBRICATING PUMP,,,,,,18.5,0,0,400,0,0,0,0,,,,,,0,6310 C3,6309 C3,Shell,ALVANIA R2/R3,180,10,10,0
,Public,645PU02MT10,HFO PUMP MOTOR,,,,321MC05,D-50.1,18.5,0,0,400,34.12,1500,0,0,,,,,,0,,,Shell,ALVANIA R3,180,30,30,0
,Public,312AB14MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609A.01,312MC05,R8-F,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB15MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609B.01,312MC05,R7-B,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB16MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609C.01,312MC05,R7-C,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB17MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609D.01,312MC05,R7-D,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB31MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609E.01,312MC05,R7-E,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB32MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609F.01,312MC05,R7-F,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB33MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609G.01,312MC05,R6-B,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB34MT10,Rotary Piston Blower,TOSHIBA,TIKK-FBKW8,2609H.01,312MC05,R6-C,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB46MT10,Roots Blower,TOSHIBA,TIKK-FBKW8,2706A.01,MCC502,F3-C,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,312AB47MT10,Roots Blower,TOSHIBA,TIKK-FBKW8,2706B.01,MCC502,F3-D,18.5,50,4,380,0,1460,0,0,,180L,,S1,F,44,6312ZZ,6212ZZ,,,0,0,0,210
,Public,316ID33MT10,Kiln Auxiliary Device,,,2726A.11,MCC506,F4-E,18.5,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,316KP11MT10,Kiln Auxiliary Device,,,2726A.04,MCC506,F4-F,18.5,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,501AB35MT10,Roots Blower Motor (Silo C),,,3404A.01,MCC701,F5-D,18.5,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,501AB37MT10,Roots Blower Motor (Silo C),,,3404B.01,MCC701,F5-E,18.5,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,501AB49MT10,Roots Blower Motor (Silod),,,3405A.01,MCC702,F3-D,18.5,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,501AB51MT10,Roots Blower Motor (Silod),,,3405B.01,MCC702,F3-E,18.5,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,912HE07MT10,Industrial Water Cooler,TOSHIBA,TIKK-FCKW8,4130A.01,MCC502,R4-D,18.5,50,4,380,0,1500,0,0,,180M,,S1,,44,,,,,0,0,0,0
,Public,432BC11MR10,REINFORCED BELT CONVEYOR,,,,,,18.5,0,0,400,0,0,0,0,,,,,,0,NU 316 ECBC3,6316 C3,,,0,0,0,0
,Public,432BC12MR10,REINFORCED BELT CONVEYOR,,,,,,18.5,0,0,400,0,0,0,0,,,,,,0,NU 316 ECBC3,6316 C3,,,0,0,0,0
,Public,912FA16MT10,WATER PUMP ROOM AIR FAN,,,,900MC05,8E/2,18.5,0,0,400,46,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,912FA17MT10,MOTOR OF COOLING TOWER WATER PUMP,,,,900MC05,6E,18.5,0,0,400,46,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,912FA18MT10,MOTOR OF COOLING TOWER WATER PUMP,,,,900MC05,6E,18.5,0,0,400,46,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,912FA19MT10,MOTOR OF COOLING TOWER WATER PUMP,,,,900MC05,6E,18.5,0,0,400,46,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,323LI12MT10,LIFT L2 Motor,Motorlift,FMC225M1R,,323LI12EC10,,18,50,0,400,0,1380,0.88,0,,,,S5,F,55,6314 ZZ/C3,6314 ZZ/C3,,,0,0,0,0
,Public,912PU11MT10,MOTOR OF WATER PUMP (STAND BY),,,,900MC05,8E/2,15,0,0,400,28.8,0,0,0,,,,,,0,,,Shell,ALVANIA R3,60,30,30,0
,Public,334PU43MT10,323DT06 WATER INJECTION MOTOR,,,,320MC05,I42.3,15,0,0,400,0,2944,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,10,10,0
,Public,334PU44MT10,323DT06 WATER INJECTION MOTOR (STAND BY),,,,320MC05,I34.1,15,0,0,400,0,2944,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,10,10,0
,Public,202FA17MT10,FAN FILTER 202DC05,,,,210MC04,C-34.1,15,0,0,400,29,0,0,0,,,,,,0,,,Shell,ALVANIA R3,90,25,25,0
,Public,202FA21MT10,FAN FILTER 202DC10,,,,210MC04,C-26.1,15,0,0,400,29,0,0,0,,,,,,0,,,Shell,ALVANIA R3,90,25,25,0
,Public,323FA17MT10,FRESH AIR FAN MOTOR,,,,320MC05,F50.1,15,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,90,25,25,0
,Public,323FA22MT10,PRECALCINER COOLING FAN MOTOR,,,,320MC05,F50.3,15,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,90,25,25,0
,Public,323FA23MT10,PRECALCINER COOLING FAN MOTOR,,,,320MC05,F42.1,15,0,0,400,0,1500,0,0,,,,,,0,6309 C3,6309 C3,Shell,ALVANIA R2/R3,90,25,25,0
,Public,920FA13MT10,SCREEN,,,,900MC05,D-42.1,15,50,2,400,0,0,0,0,,180M,,,,44,,,Shell,ALVANIA R2/R3,120,25,25,0
,Public,920FA12MT10,COOLING FAN FOR ROOM,,,,900MC05,8E/2,15,0,0,400,28.8,0,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,120,25,25,0
,Public,331FA06MT10,FAN FILTER 331DC05,,,,320MC05,H18.1,15,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R3,180,25,25,0
,Public,202BC19MT10,Belt Conveyor For Pure Limestone,TOSHIBA,TIKK-FCKLW8,2208A.01,MCC401,F5-D,15,50,4,380,0,1455,0,0,,280L,,S1,F,44,6214ZZ,6210ZZ,,,0,0,0,210
,Public,312DC56MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2751A.01,MCC502,R7-G,15,50,4,380,0,1455,0,0,,180M,,S1,F,44,6310ZZ,6210ZZ,,,0,0,0,185
,Public,319DC21MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3011A.01,MCC504,R6-C,15,50,4,380,0,1455,0,0,,180M,,S1,F,44,6310ZZ,6210ZZ,,,0,0,0,185
,Public,319DC25MT10,Dust Collector Exhaust Fan Motor,TOSHIBA,TIKK-FCKW8,3013A.01,MCC504,R6-D,15,50,4,380,0,1455,0,0,,180M,,S1,F,44,6310ZZ,6210ZZ,,,0,0,0,185
,Public,402DC77MT10,Bag Filter Exhaust Fan,TOSHIBA,TIKK-FCKW8,3211A.01,,,15,50,4,380,0,1455,0,0,,180M,,S1,F,44,6310ZZ,6210ZZ,,,0,0,0,185
,Public,403BC09MT10,Belt Conveyor (Gypsum),TOSHIBA,TIKK-FCKLW8,3104A.01,,,15,50,4,380,0,1455,0,0,,180M,,S1,F,44,6214ZZ,6210ZZ,,,0,0,0,210
,Public,416DC09MT10,Bag Filter Exhaust Fan,TOSHIBA,TIKK-FCKW8,3209A.01,,,15,50,4,380,0,1455,0,0,,180L,,S1,F,44,6310ZZ,6210ZZ,,,0,0,0,185
,Public,426DC09MT10,Bag Filter Exhaust Fan,TOSHIBA,TIKK-FCKW8,3209B.01,,,15,50,4,380,0,1455,0,0,,180L,,S1,F,44,6310ZZ,6210ZZ,,,0,0,0,185
,Public,502DC21MT10,Bag Filter Exhaust Fan Motor (Silo A),,,3415A.01,MCC701,F10-D,15,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,502DC43MT10,Bag Filter Exhaust Fan Motor (Silo B),,,3415B.01,MCC702,F8-D,15,0,0,380,0,3000,0,0,,,,,,54,6309 2Z/C3,6209-2Z/C3,,,0,0,0,0
,Public,502DC65MT10,Bag Filter Exhaust Fan Motor (Silo C),,,3415C.01,MCC701,F10-E,15,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,502DC87MT10,Bag Filter Exhaust Fan Motor (Silo D),,,3415D.01,MCC702,F8-E,15,0,0,380,0,3000,0,0,,,,,,54,,,,,0,0,0,0
,Public,644HT01VA10,Valve For Unloding Station,,,4202A.03,MCC703,R3-D,15,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,115ST01MT10,Limestone Stacker Travelling,,,2117A.01,,,15,0,0,380,0,1000,0,0,H,,,,,0,,,,,0,0,0,0
,Public,318FA29MT10,Cooling Fan-1,,,,,1M3,15,0,0,400,28,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,318FA31MT10,Cooling Fan-2,,,,,1M4,15,0,0,400,28,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,318FA33MT10,Cooling Fan-3,,,,,1M5,15,0,0,400,28,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,318FA35MT10,Cooling Fan-4,,,,,2M1,15,0,0,400,28,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,115AF13MT10,Apron Feeder motor,,,2112A.01,,,15,0,0,440,0,1000,0,0,B3,,,,,0,6312/ZZ,6312/ZZ,,,0,0,0,0
,Public,115AF15MT10,Apron Feeder Motor,,,2112B.01,,,15,0,0,440,0,1000,0,0,B3,,,,,0,6312/ZZ,6312/ZZ,,,0,0,0,0
,Public,115AF17MT10,Apron Feeder Motor,,,2112C.01,,,15,0,0,440,0,1000,0,0,B3,,,,,0,6312/ZZ,6312/ZZ,,,0,0,0,0
,Public,622FA18MT10,Bag filter fan,,,,620MC05,,15,0,0,400,0,0,0,0,,,,,,0,6309 ZZ/C3,6209 ZZ/C3,,,0,0,0,0
,Public,622FA18MT10,Bag filter fan,,,,,,15,0,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,327CR04MT10,"ROLL CRUSHER, ROLLER 1",,,,321MC05,G-42,13,0,0,400,0,1460,0,0,,,,,,0,6213 ZZ/C3,6213 ZZ/C3,,,0,0,0,0
,Public,327CR04MT20,"ROLL CRUSHER, ROLLER 2",,,,321MC05,G-54,13,0,0,400,0,1460,0,0,,,,,,0,6213 ZZ/C3,6213 ZZ/C3,,,0,0,0,0
,Public,327CR04MT30,"ROLL CRUSHER, ROLLER 3",,,,321MC05,G-48,13,0,0,400,0,1460,0,0,,,,,,0,6213 ZZ/C3,6213 ZZ/C3,,,0,0,0,0
