Id,Partition,Code,Description,Type,Extra,Shop,ShopExtra,Brand,BrandType,,,,,
,Public,216ID39,Inching Device,Inching Device,1,RMA,,,,,,,,
,Public,226ID39,Inching Device,Inching Device,1,RMB,,,,,,,,
,Public,316ID31,Inching Device,Inching Device,1,Kiln1,,,,,,,,
,Public,316ID33,Kiln Auxiliary Device,Inching Device,1,Kiln1,,,,,,,,
,Public,416ID23,Mill Inching Device A,Inching Device,1,CMA,,,,,,,,
,Public,416ID25,Mill Inching Device B,Inching Device,1,CMA,,,,,,,,
,Public,426ID23,Mill Inching Device A,Inching Device,1,CMB,,,,,,,,
,Public,426ID25,Mill Inching Device B,Inching Device,1,CMB,,,,,,,,
,Public,316KP11,Kiln Auxiliary Device,Pump,1,Kiln1,,,,,,,,
,Public,316KP13,Support Bearing Oil Pump,Pump,1,Kiln1,,,,,,,,
,Public,316KP15,Support Bearing Oil Pump,Pump,1,Kiln1,,,,,,,,
,Public,322LG18,Overhead Crane,Crane,2,RMC,,,,,,,,
,Public,323LG11,Overhead Crane,Crane,2,Kiln2,,,,,,,,
,Public,326LG26,Overhead Crane,Crane,2,Kiln2,,,,,,,,
,Public,436LG30,Overhead Crane,Crane,2,CMC,,,,,,,,
,Public,436LG31,Overhead Crane,Crane,2,CMC,,,,,,,,
,Public,436LG46,Overhead Crane,Crane,2,CMC,,,,,,,,
,Public,920LG09,Overhead Crane,Crane,2,Utilities2,,,,,,,,
,Public,323LI12,LIFT L2,Personal Elevator,2,Kiln2,,,,,,,,
,Public,325LS34,Bulk Loading,Bulk Loading,2,Kiln2,,,,,,,,
,Public,432LS18,Bulk Loading,Bulk Loading,2,CMC,,,,,,,,
,Public,571LS03,Bulk Loading,Bulk Loading,1,Packing,,,,,,,,
,Public,572LS03,Bulk Loading,Bulk Loading,1,Packing,,,,,,,,
,Public,216LU29,LP Pump Outlet,Lubrication Unit,1,RMA,,,,,,,,
,Public,216LU31,LP Pump Inlet,Lubrication Unit,1,RMA,,,,,,,,
,Public,216LU33,Lubrication Oil Spray Pump,Lubrication Unit,1,RMA,,,,,,,,
,Public,226LU29,LP Pump Outlet,Lubrication Unit,1,RMB,,,,,,,,
,Public,226LU31,LP Pump Inlet,Lubrication Unit,1,RMB,,,,,,,,
,Public,226LU33,Lubrication.Oil Spray Pump,Lubrication Unit,1,RMB,,,,,,,,
,Public,236LU56,ROLLER LUBRICATION HSMS 1-DELIVERY PUMP 1,Lubrication Unit,2,RMC,,,,,,,,
,Public,236LU57,ROLLER LUBRICATION HSMS 2-DELIVERY PUMP 1,Lubrication Unit,2,RMC,,,,,,,,
,Public,236LU58,MILL GREASE PUMP,Lubrication Unit,2,RMC,,,,,,,,
,Public,236LU59,CLASSIFIER CENTRAL GREASE UNIT-GREASE PUMP,Lubrication Unit,2,RMC,,,,,,,,
,Public,236LU60,MILL GEAR BOX LUBRICATION-HP OIL PUMP 3,Lubrication Unit,2,RMC,,,,,,,,
,Public,327LU14,LUBRICATION PUMP ROLL CRUSHER,Lubrication Unit,2,Cooler2,,,,,,,,
,Public,416LU19,Lubrication Unit ,Lubrication Unit,1,CMA,,,,,,,,
,Public,426LU19,Lubrication Unit,Lubrication Unit,1,CMB,,,,,,,,
,Public,115MA02,Magnetic Separator,Magnetic Separator,1,Crusher,,,,,,,,
,Public,236MA11,Magnetic Separator,Magnetic Separator,2,RMC,,,,,,,,
,Public,622MA09,Magnetic Separator,Magnetic Separator,2,Coal2,,,,,,,,
,Public,216MB25,Mill Inlet Gas,Mill,1,RMB,,,,,,,,
,Public,226MB25,Mill Inlet,Mill,1,RMB,,,,,,,,
,Public,436MB10,MILL BRAKE ON AUXILIARY DRIVE,Mill,2,CMC,,,,,,,,
,Public,200MC23,Motor Control Center,MCC,2,RMC,,,,,,,,
,Public,230MC05,Motor Control Center,MCC,2,RMC,,,,,,,,
,Public,320MC05,Motor Control Center,MCC,2,Kiln2,,,,,,,,
,Public,321MC05,Motor Control Center,MCC,2,Kiln2,,,,,,,,
,Public,400MC05,Motor Control Center,MCC,2,CMC,,,,,,,,
,Public,430MC05,Motor Control Center,MCC,2,CMC,,,,,,,,
,Public,500MC09,Motor Control Center,MCC,1,Packing,,,,,,,,
,Public,620MC05,Motor Control Center,MCC,2,Coal2,,,,,,,,
,Public,900MC05,Motor Control Center,MCC,2,Utilities2,,,,,,,,
,Public,216MS35,Raw Mill 1 Trunnion,Mill Trunnion,1,RMA,,,,,,,,
,Public,226MS35,Raw Mill 2 Trunnion,Mill Trunnion,1,RMB,,,,,,,,
,Public,236MV15,Main Drive,Electrical Panel,2,RMC,,,,,,,,
,Public,623MV21,Main Drive,Electrical Panel,2,Coal2,,,,,,,,
,Public,315MX63,Mixer,Mixer,1,Kiln1,,,,,,,,
,Public,325MX01,BY-PASS Mixer,Mixer,2,Kiln2,,,,,,,,
,Public,329PA01,DRAWN PAN CONVEYOR,Pan Conveor,2,Cooler2,,,,,,,,
,Public,418PF11,Pneumatic Pump,Pump,1,CMA,,,,,,,,
,Public,418PF15,Penumatic Pump,Pump,1,CMA,,,,,,,,
,Public,428PF11,Penumatic Pump,Pump,1,CMB,,,,,,,,
,Public,428PF15,Penumatic Pump,Pump,1,CMB,,,,,,,,
,Public,313PH01,ID Fan Oil Pump,Pump,1,Kiln1,,,,,,,,
,Public,513PM07,Packer A ,Rotary Packer,1,Packing,,HAVER,,,,,,
,Public,523PM07,Packer B spout 1,Rotary Packer,1,Packing,,,,,,,,
,Public,533PM07,Packer C spout 1,Rotary Packer,1,Packing,,,,,,,,
,Public,543PM07,Rotary Packer,Rotary Packer,1,Packing,,,,,,,,
,Public,553PM02,Packer E spout 1,Rotary Packer,1,Packing,,,,,,,,
,Public,5A3PM02,Packer F spout 1,Rotary Packer,2,Packing,,,,,,,,
,Public,641PP07,Oil Pipe Line,Pipe,1,Utilities1,,,,,,,,
,Public,645PP15,Oil Pipe Line,Pipe,1,Cooler1,,,,,,,,
,Public,218PS15,Air Lift,Air Lift,1,RMA,,,,,,,,
,Public,228PS15,Air Lift,Air Lift,1,RMB,,,,,,,,
,Public,312PS57,Air Left,Air Lift,1,Kiln1,,,,,,,,
,Public,236PU22,WATER PUMP,Pump,2,RMC,,,,,,,,
,Public,325PU42,WATER PUMP FOR WATER FEEDING SYSTEM,Pump,2,Kiln2,,,,,,,,
,Public,325PU43,CONDITIONING TOWER PUMP 1,Pump,2,Kiln2,,,,,,,,
,Public,325PU44,CONDITIONING TOWER PUMP 2,Pump,2,Kiln2,,,,,,,,
,Public,334PU43,323DT06 WATER INJECTION,Pump,2,Kiln2,,,,,,,,
,Public,334PU44,323DT06 WATER INJECTION (STAND BY),Pump,2,Kiln2,,,,,,,,
,Public,436PU80,PUMP(for grinding aids),Pump,2,CMC,,,,,,,,
,Public,641PU03,Unloding Station Oil Pump,Pump,1,Utilities1,,,,,,,,
,Public,641PU05,Unloding Station Oil Pump,Pump,1,Utilities1,,,,,,,,
,Public,645PU02,HFO PUMP,Pump,2,Cooler2,,,,,,,,
,Public,912PU03,Pump,Pump,2,Utilities2,,,,,,,,
,Public,912PU04,Pump,Pump,2,Utilities2,,,,,,,,
,Public,912PU08,Pump,Pump,2,Utilities2,,,,,,,,
,Public,912PU09,Pump,Pump,2,Utilities2,,,,,,,,
,Public,912PU10,Pump,Pump,2,Utilities2,,,,,,,,
,Public,912PU11,Pump,Pump,2,Utilities2,,,,,,,,
,Public,315QM65,Pelletizer Main Drive,Pelletizer,1,Kiln1,,,,,,,,
,Public,623QM69,Screw conveyor 1,Pelletizer,2,Coal2,,,,,,,,
,Public,623QM71,Screw conveyor 2,Pelletizer,2,Coal2,,,,,,,,
,Public,10BQR09,Clay Reclaimer Travel Speed,Reclaimer,1,RMA,,,,,,,,
,Public,202QR01,Raw Mix Reclaimer Speed Measurement,Reclaimer,2,RMC,,,,,,,,
,Public,216RA43,Rotary Air Lock 1,Rotary Conveyor,1,RMA,,,,,,,,
,Public,216RA45,Rotary Air Lock 2,Rotary Conveyor,1,RMA,,,,,,,,
,Public,216RA47,Rotary Air Lock 3,Rotary Conveyor,1,RMA,,,,,,,,
,Public,216RA49,Rotary Air Lock 4,Rotary Conveyor,1,RMA,,,,,,,,
,Public,226RA43,Rotary Air Lock 1,Rotary Conveyor,1,RMB,,,,,,,,
,Public,226RA45,Rotary Air Lock 2,Rotary Conveyor,1,RMB,,,,,,,,
,Public,226RA47,Rotary Air Lock 3,Rotary Conveyor,1,RMB,,,,,,,,
,Public,226RA49,Rotary Air Lock 4,Rotary Conveyor,1,RMB,,,,,,,,
,Public,236RA14,MILL FEEDING ROTARY FEEDER,Rotary Conveyor,2,RMC,,,,,,,,
,Public,312RA69,Rotary Feeder 2,Rotary Conveyor,1,Kiln1,,,,,,,,
,Public,314RA35,Rotary Conveyor,Rotary Conveyor,1,EP Filter,,,,,,,,
,Public,314RA39,Screw Conveyor Outlet  Slide Gate,Rotary Conveyor,1,EP Filter,,,,,,,,
,Public,314RA81,Chain Conveyor,Rotary Conveyor,1,EP Filter,,,,,,,,
,Public,314RA85,Rotary Valve Air Lock,Rotary Conveyor,1,EP Filter,,,,,,,,
,Public,315RA31,Pelletizer Scraper Side,Rotary Conveyor,1,Kiln1,,,,,,,,
,Public,315RA35,EP Rotary Valve,Rotary Conveyor,1,Kiln1,,,,,,,,
,Public,322RA12,ROTARY FEEDER,Rotary Conveyor,2,Kiln2,,,,,,,,
,Public,325RA05,ROTARY FEEDER UNDER  325SC04,Rotary Conveyor,2,Kiln2,,,,,,,,
,Public,325RA12,ROTARY FEEDER UNDER  325SC10,Rotary Conveyor,2,Kiln2,,,,,,,,
,Public,325RA13,ROTARY FEEDER UNDER  325SC10,Rotary Conveyor,2,Kiln2,,,,,,,,
,Public,325RA48,Rotary Conveyor,Rotary Conveyor,2,Kiln2,,,,,,,,
,Public,334RA19,ROTARY FEEDER UNDER  334CY18,Rotary Conveyor,2,RMC,,,,,,,,
,Public,334RA20,ROTARY FEEDER UNDER  334CY18,Rotary Conveyor,2,RMC,,,,,,,,
,Public,334RA47,ROTARY FEEDER,Rotary Conveyor,2,Kiln2,,,,,,,,
,Public,416RA43,Rotary Air lock,Rotary Conveyor,1,CMA,,,,,,,,
,Public,426RA43,Rotary Valve,Rotary Conveyor,1,CMB,,,,,,,,
,Public,436RA14,ROTARY FEEDER,Rotary Conveyor,2,CMC,,,,,,,,
,Public,436RA23,ROTARY FEEDER,Rotary Conveyor,2,CMC,,,,,,,,
,Public,436RA24,ROTARY FEEDER,Rotary Conveyor,2,CMC,,,,,,,,
,Public,622RA19,Bag filter rotary valve,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,622RA28,Bag filter rotary valve,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA18,Rotary feeder,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA35,Bag filter rotary valve 1,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA37,Rotary Conveyor,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA39,Bag filter rotary valve 2,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA47,Rotary valve,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA51,Rotary valve,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,623RA67,Rotary valve,Rotary Conveyor,2,Coal2,,,,,,,,
,Public,216SB05,Vibrating Screen Speed Switch,Vibration Conveyor,1,CMA,,,,,,,,
,Public,226SB05,Vibrating Screen Speed Switch,Vibration Conveyor,1,CMB,,,,,,,,
,Public,418SB05,Vibrating Screen,Vibration Conveyor,1,CMA,,,,,,,,
,Public,428SB05,Vibrating Screen,Vibration Conveyor,1,CMB,,,,,,,,
,Public,512SB05,Vibrating Screen ,Vibration Conveyor,1,Packing,,,,,,,,
,Public,522SB05,Vibrating Screen ,Vibration Conveyor,1,Packing,,,,,,,,
,Public,532SB05,Vibrating Screen,Vibration Conveyor,1,Packing,,,,,,,,
,Public,542SB05,Vibrating Screen,Vibration Conveyor,1,Packing,,,,,,,,
,Public,552SB02,SCREEN,Vibration Conveyor,1,Packing,,,,,,,,
,Public,5A2SB02,SCREEN,Vibration Conveyor,2,Packing,,,,,,,,
,Public,312SC65,Screw Conveyor,Screw Conveyor,1,Kiln1,,,,,,,,
,Public,314SC06,Screw Conveyor,Screw Conveyor,1,EP Filter,,,,,,,,
,Public,314SC33,Screw Conveyor,Screw Conveyor,1,EP Filter,,,,,,,,
,Public,314SC37,Screw Conveyor,Screw Conveyor,1,EP Filter,,,,,,,,
,Public,314SC58,Screw Conveyor,Screw Conveyor,1,EP Filter,,,,,,,,
,Public,314SC79,Screw Conveyor,Screw Conveyor,1,EP Filter,,,,,,,,
,Public,314SC83,Screw Conveyor,Screw Conveyor,1,EP Filter,,,,,,,,
,Public,315SC29,EP Rotary Valve,Screw Conveyor,1,Kiln1,,,,,,,,
,Public,315SC33,EP Screw Conveyor,Screw Conveyor,1,Kiln1,,,,,,,,
,Public,315SC43,EP Screw Conveyor,Screw Conveyor,1,Kiln1,,,,,,,,
,Public,315SC47,Screw Conveyor,Screw Conveyor,1,Kiln1,,,,,,,,
,Public,315SC61,Screw Conveyor,Screw Conveyor,1,Kiln1,,,,,,,,
,Public,325SC04,SCREW UNDER CONDITIONING TOWER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC07,SCREW CONVEYOR,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC10,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC11,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC23,SCREW CONVEYOR,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC26,SCREW CONVEYOR,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC58,SCREW CONVEYOR,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,325SC61,SCREW CONVEYOR,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,334SC26,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,334SC27,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,334SC28,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,334SC29,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,334SC46,SCREW UNDER FILTER,Screw Conveyor,2,Kiln2,,,,,,,,
,Public,416SC41,Screw Conveyor,Screw Conveyor,1,CMA,,,,,,,,
,Public,423SC21,SCREW CONVEYOR,Screw Conveyor,2,CMC,,,,,,,,
,Public,426SC41,Screw Conveyor,Screw Conveyor,1,CMB,,,,,,,,
,Public,431SC06,SCREW CONVEYOR,Screw Conveyor,2,Cooler2,,,,,,,,
,Public,503SC09,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,503SC11,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,513SC13,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,513SC15,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,523SC13,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,523SC15,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,533SC13,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,533SC15,Screw Conveyor ,Screw Conveyor,1,Packing,,,,,,,,
,Public,543SC13,Screw Conveyor,Screw Conveyor,1,Packing,,,,,,,,
,Public,543SC15,Screw Conveyor,Screw Conveyor,1,Packing,,,,,,,,
,Public,552SC04,SCREW,Screw Conveyor,1,Packing,,,,,,,,
,Public,553SC08,SCREW,Screw Conveyor,1,Packing,,,,,,,,
,Public,553SC12,SCREW,Screw Conveyor,1,Packing,,,,,,,,
,Public,553SC13,SCREW CONVEYOR,Screw Conveyor,1,Packing,,,,,,,,
,Public,5A2SC04,SCREW,Screw Conveyor,2,Packing,,,,,,,,
,Public,5A3SC08,SCREW,Screw Conveyor,2,Packing,,,,,,,,
,Public,5A3SC12,SCREW,Screw Conveyor,2,Packing,,,,,,,,
,Public,5A3SC13,SCREW CONVEYOR,Screw Conveyor,2,Packing,,,,,,,,
,Public,622SC27,Bag filter screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC19,Double shaft screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC33,Bag filter screw conveyor 1,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC37,Bag filter screw conveyor 2,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC41,Screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,623SC45,Screw conveyor,Screw Conveyor,2,Coal2,,,,,,,,
,Public,311SO01,Homo Silo,Silo,1,Homo,,,,,,,,
,Public,311SO07,Homo Silo,Silo,1,Homo,,,,,,,,
,Public,401SO01,Clinker Silo,Silo,1,Cooler1,,,,,,,,
,Public,401SO03,Clinker Silo,Silo,1,Cooler1,,,,,,,,
,Public,501SO05,Silo Cone,Silo,1,Packing,,,,,,,,
,Public,501SO19,Silo Cone,Silo,1,Packing,,,,,,,,
,Public,501SO33,Silo Cone,Silo,1,CMB,,,,,,,,
,Public,501SO47,Silo Cone,Silo,1,CMB,,,,,,,,
,Public,216SP41,Separator,Separator,1,RMA,,,,,,,,
,Public,226SP41,Separator,Separator,1,RMB,,,,,,,,
,Public,436SP18,Separator,Separator,2,CMC,,,,,,,,
,Public,322SZ08,Sampler,Sampler,2,Kiln2,,,,,,,,
,Public,334SZ23,Sampler,Sampler,2,Kiln2,,,,,,,,
,Public,418SZ09,Sampler For Cement Mill,Sampler,1,CMA,,,,,,,,
,Public,428SZ09,Sampler For Cement Mill,Sampler,1,CMB,,,,,,,,
,Public,436SZ28,SCREW SAMPLER,Sampler,2,CMC,,,,,,,,
,Public,314TC05,Evaporative Cooler,Cooling Tower,1,EP Filter,,,,,,,,
,Public,314TC57,Evaporative Cooler,Cooling Tower,1,EP Filter,,,,,,,,
,Public,315TC07,Gas Cond. Tower,Cooling Tower,1,Kiln1,,,,,,,,
,Public,230TF10,Transformer,Transformer,2,RMC,,,,,,,,
,Public,230TF40,Transformer,Transformer,2,RMC,,,,,,,,
,Public,320TF10,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,320TF40,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,321TF20,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,321TF40,Transformer,Transformer,2,Kiln2,,,,,,,,
,Public,430TF05,Transformer,Transformer,2,CMC,,,,,,,,
,Public,430TF10,Transformer,Transformer,2,CMC,,,,,,,,
,Public,430TF15,Transformer,Transformer,2,CMC,,,,,,,,
,Public,430TF40,Transformer,Transformer,2,CMC,,,,,,,,
,Public,620TF10,Transformer,Transformer,2,Coal2,,,,,,,,
,Public,620TF40,Transformer,Transformer,2,Coal2,,,,,,,,
,Public,900TF10,Transformer,Transformer,2,Utilities2,,,,,,,,
,Public,900TF40,Transformer,Transformer,2,Utilities2,,,,,,,,
,Public,516TG13,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,516TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,526TG13,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,526TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,536TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,536TG17,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,546TG15,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,546TG17,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,556TG06,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,556TG07,Bag Loader,Truck Loader,1,Packing,,,,,,,,
,Public,5A6TG06,Bag Loader,Truck Loader,2,Packing,,,,,,,,
,Public,5A6TG07,Bag Loader,Truck Loader,2,Packing,,,,,,,,
,Public,316TH25,KILN HYDRAULIC THRUST,Hydraulic Thrust,1,Kiln1,,,,,,,,
,Public,326TH04,KILN HYDRAULIC THRUST,Hydraulic Thrust,2,Kiln2,,,,,,,,
,Public,315TK30,Water Head Tank,Tank,1,Kiln1,,,,,,,,
,Public,501TN57,Compressor Air Tank,Tank,1,Packing,,,,,,,,
,Public,501TN61,Compressor Air Tank,Tank,1,Packing,,,,,,,,
,Public,644TN07,Tank,Tank,1,Utilities1,,,,,,,,
,Public,644TN09,Tank,Tank,1,Utilities1,,,,,,,,
,Public,208VA03,Valve,Valve,1,Homo,,,,,,,,
,Public,208VA05,Shut-Off Gate,Valve,1,Homo,,,,,,,,
,Public,312VA13,Cut Off Valve (VV11) ,Valve,1,Homo,,,,,,,,
,Public,312VA30,Cut Off Valve (VV11) ,Valve,1,Homo,,,,,,,,
,Public,402VA37,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA39,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA41,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA43,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA45,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA47,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA49,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA51,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA53,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA55,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA57,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA59,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA61,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA63,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA65,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA67,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA69,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,402VA71,Discharge Gate,Valve,1,CMA,,,,,,,,
,Public,432VA01,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA02,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA03,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA04,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA05,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA06,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA07,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA08,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA09,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,432VA10,THROTTLE GATE,Valve,2,CMC,,,,,,,,
,Public,503VC01,Vacuum Cleaner,Vacuum Cleaner,1,Packing,,,,,,,,
,Public,503VC03,Vacuum Cleaner,Vacuum Cleaner,1,Packing,,,,,,,,
,Public,623VC10,Vacuum Cleaner,Vacuum Cleaner,2,Coal2,,,,,,,,
,Public,623VC20,Vacuum Cleaner,Vacuum Cleaner,2,Coal2,,,,,,,,
,Public,312VN40,Flow Control Gate,Valve,1,Homo,,,,,,,,
,Public,312VN71,Flow Control Gate,Valve,1,Homo,,,,,,,,
,Public,315VN51,Gas Cond. Tower Douple Flap Damper,Valve,1,Kiln1,,,,,,,,
,Public,315VN53,Flow Control Valve,Valve,1,Kiln1,,,,,,,,
,Public,317VN73,Gate Valve,Valve,1,Cooler1,,,,,,,,
,Public,317VN75,Gate Valve,Valve,1,Cooler1,,,,,,,,
,Public,334VN15,Flow Control Gate,Valve,2,RMC,,,,,,,,
,Public,334VN16,Flow Control Gate,Valve,2,RMC,,,,,,,,
,Public,200VV01,DIVERTER TO RAW MILLS,Valve,2,RMC,,,,,,,,
,Public,200VV04,DIVERTER TO HOPPERS RAW MILL 236MV15,Valve,2,RMC,,,,,,,,
,Public,202VV02,DIVERTER TO RAW MILLS,Valve,2,RMC,,,,,,,,
,Public,202VV07,DIVERTER TO RAW MILLS,Valve,2,RMC,,,,,,,,
,Public,316VV41,Kiln Burner Valve,Valve,1,Cooler1,,,,,,,,
,Public,322VV32,DIVERTER FOR RAW MATERIAL,Valve,2,Kiln2,,,,,,,,
,Public,322VV33,DIVERTER FOR RAW MATERIAL,Valve,2,Kiln2,,,,,,,,
,Public,325VV06,DOUBLE DUMP UNDER  325SC04,Valve,2,Kiln2,,,,,,,,
,Public,325VV28,BY-PASS,Valve,2,Kiln2,,,,,,,,
,Public,325VV57,BY-PASS,Valve,2,Kiln2,,,,,,,,
,Public,327VV26,SHUT OFF FLAP HEAT SHIELD FAN RIGHT,Valve,2,Cooler2,,,,,,,,
,Public,328VV04,DOUBLE FLAP 1,Valve,2,Cooler2,,,,,,,,
,Public,328VV05,DOUBLE FLAP 2,Valve,2,Cooler2,,,,,,,,
,Public,329VV02,DIVERTER TO CLINKER SILO / UNBURNT SILO,Valve,2,Cooler2,,,,,,,,
,Public,423VV01,DIVERTER,Valve,2,CMC,,,,,,,,
,Public,423VV09,DIVERTER,Valve,2,CMC,,,,,,,,
,Public,423VV20,DIVERTER,Valve,2,CMC,,,,,,,,
,Public,438VV11,BY-PASS ON AIR SLIDE,Valve,2,CMC,,,,,,,,
,Public,438VV12,BY-PASS ON AIR SLIDE,Valve,2,CMC,,,,,,,,
,Public,438VV14,BY-PASS ON AIR SLIDE,Valve,2,CMC,,,,,,,,
,Public,556VV03,SHIFTER BELT,Valve,1,Packing,,,,,,,,
,Public,5A6VV03,SHIFTER BELT,Valve,2,Packing,,,,,,,,
,Public,571WD05,Weigh Bridge,Weigh Bridge,1,Packing,,,,,,,,
,Public,572WD05,Weigh Bridge,Weigh Bridge,1,Packing,,,,,,,,
,Public,216WF05,Weigh Feeder For Raw mix,weigh Feeder,1,RMA,,,,,,,,
,Public,216WF11,Weigh Feeder For Pure Limestone,weigh Feeder,1,RMA,,,,,,,,
,Public,216WF13,Weigh Feeder For Iron Ore,weigh Feeder,1,RMA,,,,,,,,
,Public,216WF15,Weigh Feeder For Additive,weigh Feeder,1,RMA,,,,,,,,
,Public,226WF05,Additive Weigh Feeder For Raw Mill  ,weigh Feeder,1,RMB,,,,,,,,
,Public,226WF11,Weigh Feeder For Pure Limestone,weigh Feeder,1,RMB,,,,,,,,
,Public,226WF13,Weigh Feeder For Iron Ore,weigh Feeder,1,RMB,,,,,,,,
,Public,226WF15,Weigh Feeder For Additive,weigh Feeder,1,RMB,,,,,,,,
,Public,236WF00,weigh Feeder,weigh Feeder,2,RMC,,,,,,,,
,Public,322WF05,weigh Feeder,weigh Feeder,2,Kiln2,,,,,,,,
,Public,416WF13,Clinker weigh feeder,weigh Feeder,1,CMA,,,,,,,,
,Public,416WF15,Gypsuim weigh feeder,weigh Feeder,1,CMA,,,,,,,,
,Public,416WF17,Additive weigh feeder,weigh Feeder,1,CMA,,,,,,,,
,Public,426WF01,Clinker weigh feeder,weigh Feeder,1,CMB,,,,,,,,
,Public,426WF03,Gypsum weigh feeder,weigh Feeder,1,CMB,,,,,,,,
,Public,426WF05,Additive weigh feeder,weigh Feeder,1,CMB,,,,,,,,
,Public,436WF00,weigh Feeder,weigh Feeder,2,CMC,,,,,,,,
,Public,623WF05,Belt weightfeeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,623WF13,Belt weightfeeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,624WF15,weigh Feeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,624WF21,weigh Feeder,weigh Feeder,2,Coal2,,,,,,,,
,Public,216XY21,Oil Spray,Spray System,1,CMA,,,,,,,,
