Id,Partition,Code,Description,Brand,BrandType,InstrumentType,SignalType,SupplyVoltage,Wiring,Communication,GalvanicIsolation,OperationalUnit,ScaleRange,LimitHH,LimitH,LimitL,LimitLL,Softawre,ExtraData
,Public,322VA31YZ10,Kiln Feed Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,85,100,,
,Public,323BD09YP10,Smoke Chamber Gas Pressure,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-200,-200,-200,-15,-10,,
,Public,323BD09YT20,Smoke box Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Pressure Transmitter,4…20mA,24V,2-wire,,,°C,0-1200,750,850,1180,1200,,
,Public,323CA07YT10,Cone Precalciner Temperature 1,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,800,1200,,
,Public,323CA07YT11,Cone Precalciner Temperature 2,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,200,1200,,
,Public,323CA07YT12,Cone Precalciner Temperature 3,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,200,1200,,
,Public,323CA07YT13,Cone Precalciner Temperature 4,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,800,1200,,
,Public,323CA07YT14,Cone Precalciner Temperature 5,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,200,1200,,
,Public,323CA07YT15,Cone Precalciner Temperature 6,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,800,1200,,
,Public,323CA07YT20,Precalciner Temperature Head Chamber 1,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,900,1200,,
,Public,323CA07YT21,Precalciner Temperature Head Chamber 2,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,904,1200,,
,Public,323CA07YT30,Precalciner Temperature Bottom Chamber 1 ,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,900,1200,,
,Public,323CA07YT31,Precalciner Temperature Bottom Chamber 2,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,900,1200,,
,Public,323CA07YT41,Precalciner Cone Cooling Air Outlet Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,25,85,1200,,
,Public,323CY01YP10,Gas Pressure Outlet Cyclone 1A,E&H,Deltabar S PMD70,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-900,-800,-800,-200,0,,
,Public,323CY01YP11,Pressure At Cyclone 1A (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-800,-800,-800,-200,0,,
,Public,323CY01YP12,Pressure At Cyclone 1B (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-800,-800,-800,-200,0,,
,Public,323CY01YP13,Gas Pressure Outlet Cyclone 1B,E&H,Deltabar S PMD71,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-900,-800,-800,-200,0,,
,Public,323CY01YT10,Gas Temperature Outlet Cyclone 1A,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,400,500,,
,Public,323CY01YT11,Gas Temperature Outlet Cyclone 1B,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,400,500,,
,Public,323CY02YP10,Gas Pressure Outlet Cyclone 2,E&H,Deltabar S PMD72,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-900,-800,-800,-200,0,,
,Public,323CY02YP11,Pressure At Cyclone 2 (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-700,-700,-700,-140,0,,
,Public,323CY02YT10,Gas Temperature Outlet Cyclone 2,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,520,550,,
,Public,323CY03YP10,Gas Pressure Outlet Cyclone 3,E&H,Deltabar S PMD73,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-900,-800,-800,-200,0,,
,Public,323CY03YP11,Pressure At Cyclone 3 (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-500,-500,-500,-100,0,,
,Public,323CY03YT10,Gas Temperature Outlet Cyclone 3,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,750,800,,
,Public,323CY04YP10,Gas Pressure Outlet Cyclone 4,E&H,Deltabar S PMD74,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-900,-800,-800,-200,0,,
,Public,323CY04YP11,Pressure At Cyclone 4 (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-400,-366.4001,-352,-80,0,,
,Public,323CY04YT10,Gas Temperature Outlet Cyclone 4,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,800,800,,
,Public,323CY04YT11,Gas Temperature Outlet Cyclone 4 Preca 1-2,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,675.1,850,900,,
,Public,323CY04YT12,Gas Temperature Outlet Cyclone 4 Preca 2-2,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,695,850,900,,
,Public,323CY04YT13,Material Outlet Cyclone 4,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,680,800,900,,
,Public,323CY05YP10,Gas Pressure Outlet Cyclone 5,E&H,Deltabar S PMD75,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-900,-800,-800,-200,0,,
,Public,323CY05YP11,Pressure At Cyclone 5 (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-500,-350,-350,-50,0,,
,Public,323CY05YP12,Pressure At Cyclone 5 (clogging control),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-400,-350,-350,-50,0,,
,Public,323CY05YT10,Gas Temperature Outlet Cyclone 5,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,650,700,950,1100,,
,Public,323CY05YT11,Material Temp. Outlet Cyclone 5,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,764,910,1053,,
,Public,323DB15YZ10,Preheater fresh air damper position,ABB, TZIDC,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,323VA01YF10,Precalciner Hevey Oil Fuel Flowrate,E&H,PROMASS 83,Flowmeter,4…20mA,24V,2-wire,,,Kg/h,0-15000,0,0,13000,15000,,
,Public,323VA01YP10,Precalciner Hevey Oil  Inlet Pressure,E&H, CERABAR T PMC131-A11F1A1T,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0,0,10,15,,
,Public,323VA01YP20,Precalciner Hevey Oil Fue High Load Line Pressure,E&H, CERABAR T PMC131-A11F1A1T,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0,0,8,15,,
,Public,323VA01YP30,Precalciner Hevey Oil Fue  Low Load Line Pressure,E&H, CERABAR T PMC131-A11F1A1T,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0,0,8,15,,
,Public,323VA01YT10,Precalciner Hevey Oil Fue Inlet Temperature,E&H,TSM187-ADD/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,-200,-30,-30,100,120,,
,Public,324AG10YF10,Main Stack Flow ,SICK,Flowsick FLSE 100,Flowmeter,4…20mA,230V,4-wire,,,m3,0-1500000,0,0,1000000,1500000,,
,Public,324AG10YP10,Main Stack Pressure ,Noding,P121-4B--311,Pressure Transmitter,4…20mA,230V,4-wire,,,KPa,80-120,80,80,570,600,,
,Public,324AG10YT10,Main Stack Temperature ,SICK,Flowsick FLSE 100,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,300,500,,
,Public,324AG10YX10,Main Stack O2,SICK,MCS100/FIDOR/GM700),,4…20mA,230V,4-wire,,,%,0-25,0,0,14,15,,
,Public,324AG10YX20,Main Stack NOX,SICK,MCS100/FIDOR/GM700),,4…20mA,230V,4-wire,,,mg/m3,0-2000,0,0,545,600,,
,Public,324AG10YX30,Main Stack H2O,SICK,MCS100/FIDOR/GM700),,4…20mA,230V,4-wire,,,%,0-40,0,0,40,40,,
,Public,324AG10YX40,Main Stack HCL,SICK,MCS100/FIDOR/GM700),,4…20mA,230V,4-wire,,,mg/m3,0-1000,0,0,100,1000,,
,Public,324SN01YF10,1PU6 Flow Red. Agent,SIEMENS ,"SITRANS F M MAG,MAG5000",Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-900,0,0,700,900,,
,Public,324SN01YF11,1PU6 Flow IM1,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF12,1PU6 Flow IM2,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF13,1PU6 Flow IM3,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF14,1PU6 Flow IM4,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,300,,
,Public,324SN01YF15,1PU6 Flow IM5,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF16,1PU6 Flow IM6,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF17,1PU6 Flow water,KOBOLD,DUK 12G4H-C34PBY,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-1000,0,0,500,1000,,
,Public,324SN01YF20,2PU6 Flow Red. Agent,SIEMENS ,"SITRANS F M MAG,MAG5000",Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-900,0,0,700,900,,
,Public,324SN01YF21,2PU6 Flow IM1,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF22,2PU6 Flow IM2,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF23,2PU6 Flow IM3,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF24,2PU6 Flow IM4,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF25,2PU6 Flow IM5,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF26,2PU6 Flow IM6,KOBOLD,DPM 404025,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-300,15,25,150,200,,
,Public,324SN01YF27,2PU6 Flow water,KOBOLD,DUK 12G4H-C34PBY,Flowmeter,4…20mA,24V,4-wire,ProfiBUS,,l/h,0-1000,0,0,500,1000,,
,Public,324SN01YL10,1PU6 Gas Detection NH3,ExTox, SENS NH3-1000-HL2,Other,4…20mA,24V,4-wire,ProfiBUS,,ppm,0-1000,0,0,1000,1000,,
,Public,324SN01YL20,2PU6 Gas Detection NH3,ExTox, SENS NH3-1000-HL2,Other,4…20mA,24V,4-wire,ProfiBUS,,ppm,0-1000,0,0,1000,1000,,
,Public,324SN01YL30,Container Gas Detection NH3,ExTox, SENS NH3-1000-HL2,Other,4…20mA,24V,4-wire,ProfiBUS,,ppm,0-1000,0,0,50,400,,
,Public,324SN01YL40,PMR Gas level NH3,ExTox, SENS NH3-1000-HL2,Other,4…20mA,24V,4-wire,ProfiBUS,,ppm,0-1000,0,0,300,600,,
,Public,324SN01YL50,TM Tanklevel Red. Agent,E&H,CERABAR SPMP71 EX,Level Sensor,4…20mA,24V,2-wire,ProfiBUS,,%,0-100,0,30,80,85,,
,Public,324SN01YP10,1PU6 Pressure instr.air,E&H,Ceraphant T PTP31,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-20,3,5,30,20,,
,Public,324SN01YP11,1PU6 Pressure reduction agent,E&H,Ceraphant T PTP31,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-20,1.5,2.5,8,10,,
,Public,324SN01YP20,2PU6 Pressure instr.air,E&H,Ceraphant T PTP31,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-20,3,5,7,9,,
,Public,324SN01YP21,2PU6 Pressure reduction agent,E&H,Ceraphant T PTP31,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-20,1.5,2.5,8,10,,
,Public,324SN01YP30,PMW Pressure water after pump,E&H,Ceraphant T PTP31,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-20,0,0,10,20,,
,Public,324SN01YP40,PMR Pressure Red. Agent after pump,E&H,Ceraphant T PTP31,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,bar,0-20,1,2,17,20,,
,Public,324SN01YP50,TM Tank pressure gasphase,E&H,CERABAR SPMP71 EX,Pressure Transmitter,4…20mA,24V,2-wire,ProfiBUS,,mbar,-210,-10,-10,20,100,,
,Public,325AW39YF10,CT Water Flow Rate,E&H,PROMAG 10 10W80-UC0A1AA0A5AA,Flowmeter,4…20mA,24V,4-wire,,,m3/h,0-20,0,0,19,20,,
,Public,325AW39YL10,CT Water Tank Level ,E&H, PROSNIC MFMU40-ARB2A2,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,30,45,85,88,,
,Public,325AW39YP10,CT Suction Pump 1 Pressure,E&H,CERABAR T PMC131-A11F1A2K,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-2,0,0.3,1.8,2,,
,Public,325AW39YP20,CT Suction Pump 2 Pressure,E&H,CERABAR T PMC131-A11F1A2K,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-2,0,0.3,1.8,2,,
,Public,325AW39YZ10,Water Control Valve Inlet Pressure,SAMSON,MODEL 3277,Positioner,4…20mA,24V,4-wire,,,%,0-100,0,0,100,100,,
,Public,325DA52YZ10,Bybass bin Filter Damper Position ,AUMA,AC 01.1 COM No:13089300,Positioner,4…20mA,230V,4-wire,,,%,0-100,11.375,32.5,90,100,,
,Public,325DA62YZ10,Dilution Fan Damper Position,ABB,TZIDC,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,325DC08YP10,Bag Filter panel Differential Pressure,BOLDROCCHI,FILTER PANEL,Pressure Transmitter,4…20mA,230V,4-wire,,,daPa,0-425,0,0,170,425,,
,Public,325DC08YP11,Bag Filter pulse air Pressure,YOKOGAWA,EJA530A,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,1.7,2,4.2,5,,
,Public,325DC08YP12,By Pass Filter Differential Pressure,E&H,Deltabar S PMD73,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,0-500,0,0,170,425,,
,Public,325DT14YP10,CT Inlet Pressure Measurement,E&H,Cerabar s PMC71,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-400,0,0,-10,0,,
,Public,325DT14YT10,CT Inlet Gas Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,500,600,,
,Public,325DT14YT20,CT Inlet Gas Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,500,600,,
,Public,325DT15YP10,CT Hopper Pressure,E&H,Cerabar s PMC71,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-200,-200,-200,0,0,,
,Public,325DT15YT10,CT Outlet Gas Temp ,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,250,300,,
,Public,325DT15YT20,CT Outlet Gas Temp ,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,250,300,,
,Public,325HO25YT10,By Pass Dust Bin Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,140,160,,
,Public,325TC03YP10,CT Spray Water Header 1 Pressure,E&H,CERABAR M PMC41,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-60,28,30,50,60,,
,Public,325TC03YP20,CT Return Water Header 1 Pressure,E&H,CERABAR M PMC41,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-60,0,0,50,60,,
,Public,325TC03YP30,CT Spray Water Header 2 Pressure,E&H,CERABAR M PMC41,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-60,0,0,50,60,,
,Public,325TC03YP40,CT Return Water Header 2 Pressure,E&H,CERABAR M PMC41,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-60,0,0,50,60,,
,Public,325TC03YP50,Gas Outlet Pressure,E&H,Cerabar S PMC71,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,-200,-200,-120,-40,0,,
,Public,325TC03YT10,CT Internal Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-600,0,0,450,550,,
,Public,325TC03YT20,CT Internal Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-600,0,0,450,550,,
,Public,325TC03YT30,CT Internal Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-600,0,0,450,550,,
,Public,325TC03YT40,CT Hopper Gas Temp ,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-600,0,0,450,550,,
,Public,325YW40YW10,Bypass Bin weight,Schenck,VFG20400/DISCONT ,Weigh Sensor,4…20mA,230V,4-wire,,,t,0-220,0,0,120,150,EASYSERVE,
,Public,326BD23YP10,Firing Hood  Pressure,E&H,Deltabar S PMD75,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-200,-100,-50,0,50,,
,Public,326BD23YT10,Secondary Air Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1300,650,700,1300,1300,,
,Public,326DT25YP10,Precalciner combustion Differential pressure,E&H,Deltabar S PMD75,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,0-50,0,0,20,50,,
,Public,326DT25YP11,Precalciner Feeding  Differential Pressure ,E&H,Deltabar S PMD75,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,0-90,0,5,60,70,,
,Public,326DT25YP12,Tertiary Air Duct Pressure,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-200,-200,-200,0,0,,
,Public,326DT25YP13,Differential Pressure For Tertiary Air,E&H,Deltabar S PMD75,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-50,0,5,50,50,,
,Public,326DT25YP14,Pressure For Tertiary Air_2,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-400,-60,-50,-15,-1,,
,Public,326DT25YP15,Tertiary Air Pressure,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-400,-60,-50,-15,-1,,
,Public,326DT25YT10,Tertiary Air Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,500,1000,1000,,
,Public,326KI02YT16,Upstream Bearing 3 Temp. CCR Side Ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT17,Upstream Bearing 3 Temp. CCR Side Ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT18,Upstream Bearing 3 Temp. CM Side Ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT19,Upstream Bearing 3 Temp. CM Side Ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT20,Middle Bearing 2 Temp. CCR Side ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT21,Middle Bearing 2 Temp. CCR Side Post Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT22,Middle Bearing 2 Temp. CM Side Ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT23,Middle Bearing 2 Temp. CM Side Post Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT24,Downstream Bearing 1 Temp. CCR Side Ante Pos ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT25,Downstream Bearing 1 Temp. CCR Side Ante Pos ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT26,Downstream Bearing 1 Temp. CM Side Ante Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,326KI02YT27,Downstream Bearing 1 Temp. CM Side Post Pos,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,65,85,,
,Public,331SO01YL10,Meal Storage Silo Level Continuous,VEGA,VEGAPLUS 68 PS68.XXEFEHHAMXX ,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,5,20,98,100,,
,Public,331VA08YZ10,Homo Silo Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,331VA11YZ10,Homo Silo Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,331VA14YZ10,Homo Silo Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,331VA17YZ10,Homo Silo Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,331VA20YZ10,Homo Silo Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,331VA23YZ10,Homo Silo Gate Position,KINETROL,PN:22D000X03404 ,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,334AW02YF10,Water Supply Flow,ROSEMOUNT,No:8732EST1A1NOM4,Flowmeter,4…20mA,24V,2-wire,,,m3/h,0-18,0,0,14,16,,
,Public,334AW02YF20,water spray system Air Flow,RMC,2-81-L-M1500-DW,Flowmeter,4…20mA,24V,2-wire,,,Nm3/h,0-1500,0,0,1500,1500,,
,Public,334AW02YP10,Water Control Valve Inlet Pressure,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,13,19,20,,
,Public,334AW02YP20,Air Control Valve Inlet Pressure,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,4,5,10,20,,
,Public,334AW02YP30,Water Header Pressure 1,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,0,6,7,,
,Public,334AW02YP40,Water Header Pressure 2,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,0,6,7,,
,Public,334AW02YP50,Air Header Pressure,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,0,8,10,,
,Public,334AW02YP60,Air Header Pressure,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,0,8,10,,
,Public,334AW02YP70,High of header water pressure,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,0,20,20,,
,Public,334AW02YP80,Low Air Header Presure,ROSEMOUNT,2088 G3S22A1M704,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-20,0,0,20,20,,
,Public,334AW02YT10,Gas Temp at inlet Conditioning Spray,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,350,500,,
,Public,334AW02YT20,Gas Temp at inlet Conditioning Spray,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,350,500,,
,Public,334AW02YT30,Gas Temp at Outlet Conditioning Spray,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,350,400,,
,Public,334AW02YT40,Gas Temp at Outlet Conditioning Spray,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-500,0,0,350,500,,
,Public,334AW02YZ20,water flow valve Position ,PMW,EP5 TUFRAM,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,334AW02YZ30,water flow valve Position ,PMW,EP5 TUFRAM,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,334DC25YP10,Differential Pressure At Filter,BOLDROCCHI,FILTER PANEL,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,0-500,25,50,240,500,,
,Public,334DC25YP11,Purging air Pressure ,YOKOGAWA,EJA530A,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,2,2.3,4.2,5,,
,Public,334DC25YP12,Upstream Filter Differential Pressure ,E&H,Deltabar S PMD73,Pressure Transmitter,4…20mA,24V,2-wire,,,daPa,0-500,25,50,240,500,,
