Id,Partition,Code,Description,Brand,BrandType,InstrumentType,SignalType,SupplyVoltage,Wiring,Communication,GalvanicIsolation,OperationalUnit,ScaleRange,LimitHH,LimitH,LimitL,LimitLL,Softawre,ExtraData
,Public,334FA24YT21,Recirrculation Fan-Fan Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,110,100,0,0,,
,Public,334FA24YV30,Recirrculation Fan Motor Vibration Meas. 1,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,7.1,5.6,0,0,,
,Public,334FA24YV31,Recirrculation Fan Motor Vibration Meas. 2,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,7.1,5.6,0,0,,
,Public,334FA24YV32,Recirculation Fan bearing vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-10,7.1,5.6,0,0,,
,Public,334FA01YT20,Kiln ID Fan Bearing 1 Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,85,95,,
,Public,334FA01YT21,Kiln ID Fan Bearing 2 Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,85,95,,
,Public,334FA01YT22,IDF Motor DE Bearing Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,85,95,,
,Public,334FA01YT23,IDF Motor NDE Bearing Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,0,0,85,95,,
,Public,334FA01YV30,Kiln ID Fan Motor Bearing 1 Vibration,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 77,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0-10,0,0,5.6,7.1,,
,Public,334FA01YV31,Kiln ID Fan Motor Bearing 2 Vibration,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 77,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0-10,0,0,5.6,7.1,,
,Public,334FA01YV40,Kiln ID Fan Vibration Detector,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,4.5,11,,
,Public,334FA01YV41,Kiln ID Fan Vibration Detector,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-25,0,0,4.5,11,,
,Public,328FA07YT20,Exhaust Fan Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,90,100,,
,Public,328FA07YT21,Exhaust Fan Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,90,100,,
,Public,328FA07YV10,Waste Fan Vibration Detector,Bruel & kjaer vibro,VIBROCNTROL 1000 /VS 69,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0-20,0,0,4.5,11,,
,Public,327FA13YF20,Cooler Fans Flow 9,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-70128,100,20000,65000,70128,,
,Public,327FA13YP10,Cooler Fans Pressure 9,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-1000,0,0,580,625,,
,Public,327FA12YF20,Cooler Fans Flow 8,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-70128,100,20000,65000,70128,,
,Public,327FA12YP10,Cooler Fans Pressure 8,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-800,0,0,550,600,,
,Public,327FA11YF20,Cooler Fans Flow 7,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-70128,100,20000,70128,70128,,
,Public,327FA11YP10,Cooler Fans Pressure 7,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-800,0,0,550,800,,
,Public,327FA10YF20,Cooler Fans Flow 6,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-70128,100,20000,70128,70128,,
,Public,327FA10YP10,Cooler Fans Pressure 6,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-800,0,0,550,800,,
,Public,327FA09YF20,Cooler Fans Flow 5,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-70128,100,20000,65000,70000,,
,Public,327FA09YP10,Cooler Fans Pressure 5,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-800,0,0,550,800,,
,Public,327FA08YF20,Cooler Fans Flow 4,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-70128,100,20000,69000,70000,,
,Public,327FA08YP10,Cooler Fans Pressure 4(undergrate pressure),E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-800,0,0,650,800,,
,Public,327FA07YF20,Cooler Fans Flow 3,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-27936,0,0,26000,27000,,
,Public,327FA07YP10,Cooler Fans Pressure 3,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-1400,100,500,820,1200,,
,Public,327FA06YF20,Cooler Fans Flow 2,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-27936,0,0,26000,27000,,
,Public,327FA06YP10,Cooler Fans Pressure 2,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-1400,100,500,880,1100,,
,Public,327FA05YF20,Cooler Fans Flow 1,E&H,Deltabar S PMD75,Flowmeter,4…20mA,24V,2-wire,,,M3/h,0-22140,0,0,21000,22000,,
,Public,327FA05YP10,Cooler Fans Pressure 1,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,0-1400,50,100,1150,1400,,
,Public,326FA33YP10,Kiln Primary Air Fan Pressure,YOKOGAWA,EJA110A EL658,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-10,0,1,7,9,,
,Public,325FA09YT20,By Pass Exhaust Fan Bearing 1 Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,90,100,,
,Public,325FA09YT21,By Pass Exhaust Fan Bearing 2 Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,90,100,,
,Public,325FA09YV10,Bypass Fan Vibration Detector,Bruel & kjaer vibro,VIBROCNTROL 1000 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,5.6,7.1,,
,Public,325FA02YF10,BP Dilution Fan air flow ,E&H,PMD70-AAA7B3DAAU,Flowmeter,4…20mA,24V,2-wire,,,daPa,0-80,0,0,30,60,,
,Public,325FA02YT10,Dilution Fan Temperature,SIEMENS ,SITRANCE TF/ TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,°C,0-1200,0,0,64,180,,
,Public,323FA24YP10,Preca burner primary air pressure,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-10,0,4,8,10,,
,Public,226FA57YT11,Exhaust Fan Motor 2 Winding Temp No.1 Temp.,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,226FA57YT12,Exhaust Fan Motor 2 Winding Temp No.2 Temp.,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,226FA57YT13,Exhaust Fan Motor 2 Winding Temp No.3 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,226FA57YT14,Exhaust Fan Motor 2 Bearing Temp No. 1 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,226FA57YT15,Exhaust Fan Motor 2 Bearing Temp No. 2 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,226FA57YT16,EXHAUST FAN FIXED BEARING TEMPERATURE,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,0,0,65,75,,
,Public,226FA57YT17,EXHAUST FAN FREE BEARING TEMPERATURE,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,0,0,65,78,,
,Public,226FA57YV10,Exhaust Fan  Vibration,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,7,10,,
,Public,226FA57YV20,Exhaust Fan Vibration,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,7,10,,
,Public,226FA57YZ10,RM Fan Damper Position,SEIRITSU,SEIRITSU Damper Position,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,216FA57YT11,Exhaust Fan Motor 1 Winding Temp.No.1 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,216FA57YT12,Exhaust Fan Motor 1 Winding Temp.No.2 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,216FA57YT13,Exhaust Fan Motor 1 Winding Temp.No.3 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,216FA57YT14,Exhaust Fan Motor1 Bearing Temp. No.1 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,216FA57YT15,Exhaust Fan Motor1 Bearing Temp. No.2 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,216FA57YT16,Exhaust Fan Free Bearing Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,0,0,65,75,,
,Public,216FA57YT17,Exhaust Fan Free Bearing Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,0,0,65,78,,
,Public,216FA57YV10,Exhaust Fan Vibration  Vibration Meas. 1,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,7,10,,
,Public,216FA57YV20,Exhaust Fan Motor Vibration  Vibration Meas. 1,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,7,10,,
,Public,216FA57YZ10,RM Fan Damper Position,SEIRITSU,SEIRITSU Damper Position,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,623DR20YP10,Mill Diff Pressure,E&H,Deltabar-S PMD 75-4AJ7DB1-DAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-50,4,6,45,50,,
,Public,623DR20YP20,Mill Inlet Pressure,E&H,Cerabar-M PMC 41-LE25CBJ-11M1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-25,-20,-20,-2,0,,
,Public,623DR20YT10,Mill Inlet Temp,E&H,TR10- EAD1-BHSFHC000 TMT182-B/PT100 ,Thermometer,4…20mA,24V,2-wire,,,°C,0-400,0,0,250,260,,
,Public,623DR20YT20,Mill Outlet Temp,E&H,TMT182-B/PT100 TR10- EAD1-BHSFHC000,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,50,65,100,115,,
,Public,623DR10YT10,Mill Motor Winding Temp1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,100,130,,
,Public,623DR10YT11,Mill Motor Winding Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,100,130,,
,Public,623DR10YT12,Mill Motor Winding Temp3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,100,130,,
,Public,623DR10YT20,Mill Motor Bearing Temp1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623DR10YT21,Mill Motor Bearing Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,426DR13YT11,Cement Mill 2 Motor 1 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,426DR13YT12,Cement Mill 2 Motor 1 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,426DR13YT13,Cement Mill 2 Motor 1 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,426DR13YT14,Cement Mill 2 Motor 1 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,426DR13YT15,Cement Mill 2 Motor 1 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,426DR13YT16,Cement Mill 2 Red.1 Bearing Inlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT17,Cement Mill 2 Red.1 Bearing Inlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT18,Cement Mill 2 Red. 1 Bearing MID. Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT19,Cement Mill 2 Red. 1 Bearing MID. Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT20,Cement Mill 2 Red.1 Bearing Outlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT21,Cement Mill 2 Red.1 Bearing Outlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT22,Cement Mill 2 Motor 2 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,426DR13YT23,Cement Mill 2 Motor 2 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,426DR13YT24,Cement Mill 2 Motor 2 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,426DR13YT25,Cement Mill 2 Motor 2 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,426DR13YT26,Cement Mill 2 Motor 2 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,426DR13YT27,Cement Mill 2 Red.2 Bearing Inlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT28,Cement Mill 2 Red.2 Bearing Inlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT29,Cement Mill 2 Red.2 Bearing MID. Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT30,Cement Mill 2 Red. 2 Bearing MID. Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT31,Cement Mill 2 Red.2 Bearing Outlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,426DR13YT32,Cement Mill 2 Red.2 Bearing Outlet Shall Mill Side Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT11,Cement Mill 1 Motor 1 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,416DR13YT12,Cement Mill 1 Motor 1 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,416DR13YT13,Cement Mill 1 Motor 1 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,416DR13YT14,Cement Mill 1 Motor 1 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,416DR13YT15,Cement Mill 1 Motor 1 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,416DR13YT16,Cement Mill 1 Red.1 Bearing Inlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT17,Cement Mill 1 Red.1 Bearing Inlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT18,Cement Mill 1 Red. 1 Bearing MID. Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT19,Cement Mill 1 Red. 1 Bearing MID. Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT20,Cement Mill 1 Red.1 Bearing Outlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT21,Cement Mill 1 Red.1 Bearing Outlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT22,Cement Mill 1 Motor 2 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,416DR13YT23,Cement Mill 1 Motor 2 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,416DR13YT24,Cement Mill 1 Motor 2 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,416DR13YT25,Cement Mill 1 Motor 2 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,416DR13YT26,Cement Mill 1 Motor 2 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,416DR13YT27,Cement Mill 1 Red.2 Bearing Inlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT28,Cement Mill 1 Red.2 Bearing Inlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT29,Cement Mill 1 Red.2 Bearing MID. Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT30,Cement Mill 1 Red. 2 Bearing MID. Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT31,Cement Mill 1 Red.2 Bearing Outlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YT32,Cement Mill 1 Red.2 Bearing Outlet Shall Mill Side,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,76,80,,
,Public,416DR13YX12,Dust Emissions Stack,Sick,SB100,,4…20mA,230V,4-wire,,,mg/m3,0-500,0,0,25,30,,
,Public,416DR13YX13,Dust Emissions Stack,Sick,SB100,,4…20mA,230V,4-wire,,,mg/m3,0-500,0,0,25,30,,
,Public,326DR03YT60,Reducer Oil Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-85,0,0,71,77,,
,Public,326DR03YV10,Kiln Motor Vibration Detector,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 77,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0.1-20,0,0,5.6,7.1,,
,Public,326DR03YV11,Kiln Motor Vibration Detector,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,5.6,7.1,,
,Public,326DR03YV12,Kiln Motor Vibration Detector fixed bearing,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 77,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0-25,0,0,5.6,7.1,,
,Public,326DR03YV13,Kiln Motor Vibration Detector free bearing,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-25,0,0,5.6,7.1,,
,Public,226DR27YT10,Raw Mill 2 Bearing Inlet Temp Mill Side  Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT11,Raw Mill 2 Motor Winding Temp No.1 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,226DR27YT12,Raw Mill 2 Motor Winding Temp No.2 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,226DR27YT13,Raw Mill 2 Motor Winding Temp No.3 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,226DR27YT14,Raw Mill 2 Motor Bearing Temp Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT15,Raw Mill 2 Motor Bearing Temp Inching Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT20,Raw Mill 2 Bearing Inlet Temp Motor Side  Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT30,Raw Mill 2 Bearing Mid Temp Mill Side  Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT40,Raw Mill 2 Bearing Mid Temp Motor Side  Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT50,Raw Mill 2 Bearing Outlet Temp Mill Side  Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YT60,Raw Mill 2 Bearing Outlet Temp Mill Side  Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,226DR27YV10,Raw Mill Drive MV Motor Vibration Vibration Measure.,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 77,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,5,7,,
,Public,216DR27YT10,Raw Mill 1 Bearing Inlet Temp. Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT11,Raw Mill 1 Motor Winding Temp. No.1 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,216DR27YT12,Raw Mill 1 Motor Winding Temp. No.2 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,216DR27YT13,Raw Mill 1 Motor Winding Temp. No.3 Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,216DR27YT14,Raw Mill 1 Motor Bearing  Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT15,Raw Mill 1 Motor Bearing Inching Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT20,Raw Mill 1 Bearing Inlet Motor Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT30,Raw Mill 1 Bearing Mid Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT40,Raw Mill 1 Bearing Mid Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT50,Raw Mill 1 Bearing Out Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YT60,Raw Mill 1 Bearing Out Mill Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,216DR27YV10,Raw Mill Main Motor Vibration  Vibration Meas. 1,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 77,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,5,7,,
,Public,623DC31YP11,Filter Differential Pressure,E&H,PMD75-1E026/101,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-20,4,6,12,15,,
,Public,623DC31YP20,Filter Inlet Gas Pressure,ABB,266PSHESSB2A1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-120,-120,-120,-30,0,,
,Public,623DC31YP30,Filter Outlet Gas Pressure,ABB,266PSHESSB2A1,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,-120,-90,-80,-40,0,,
,Public,623DC31YP41,Compressed Air Line Cleaning System Pressure,SIEMENS,SITRANCE P 7MF 4033-1DB00-1RB6,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,3.3,4.5,6,6.5,,
,Public,623DC31YT20,Filter Inlet Temp1,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,60,80,85,100,,
